id,stream,action_date,fiscal_year,case_number,subject_as_published,company,provisions,provisions_as_published,penalty_amount,press_release_url,source_url
"shitauke-2013-02-26-0330","shitauke","2013-02-26","2012","","（株）TBK","","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"shitauke-2013-02-12-0331","shitauke","2013-02-12","2012","","（株）サンゲツ","","第4条第1項第3号 / 第4条第2項第3号","（1）第4条第1項第3号（減額の禁止） （2）第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"shitauke-2012-12-14-0332","shitauke","2012-12-14","2012","","フジモリ産業（株）","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"dk-2012-11-22-0143","dk","2012-11-22","2012","24（措）13","本田技研工業株式会社が発注する自動車用オルタネータの見積り合わせの参加業者","本田技研工業株式会社が発注する自動車用オルタネータの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2012-11-22-0142","dk","2012-11-22","2012","24（措）14","スズキ株式会社が発注する自動車用オルタネータの見積り合わせの参加業者","スズキ株式会社が発注する自動車用オルタネータの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2012-11-22-0141","dk","2012-11-22","2012","24（措）15","本田技研工業株式会社が発注する自動車用スタータの見積り合わせの参加業者","本田技研工業株式会社が発注する自動車用スタータの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2012-11-22-0140","dk","2012-11-22","2012","24（措）16","スズキ株式会社が発注する自動車用スタータの見積り合わせの参加業者","スズキ株式会社が発注する自動車用スタータの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2012-11-22-0139","dk","2012-11-22","2012","24（措）17","スズキ株式会社が発注する自動車用ワイパシステムの見積り合わせの参加業者","スズキ株式会社が発注する自動車用ワイパシステムの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2012-11-22-0138","dk","2012-11-22","2012","24（措）18","日産自動車株式会社等が発注する自動車用ワイパシステムの見積り合わせの参加業者","日産自動車株式会社等が発注する自動車用ワイパシステムの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2012-11-22-0137","dk","2012-11-22","2012","24（措）19","富士重工業株式会社が発注する自動車用ワイパシステムの見積り合わせの参加業者","富士重工業株式会社が発注する自動車用ワイパシステムの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2012-11-22-0136","dk","2012-11-22","2012","24（措）20","本田技研工業株式会社が発注する自動車用ラジエータ及び電動ファンの見積り合わせの参加業者","本田技研工業株式会社が発注する自動車用ラジエータ及び電動ファンの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2012-11-22-0135","dk","2012-11-22","2012","24（措）21","富士重工業株式会社が発注する自動車用ラジエータ及び電動ファンの見積り合わせの参加業者","富士重工業株式会社が発注する自動車用ラジエータ及び電動ファンの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"shitauke-2012-11-12-0333","shitauke","2012-11-12","2012","","藤久（株）","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"dk-2012-10-17-0147","dk","2012-10-17","2012","24（措）9","国土交通省四国地方整備局土佐国道事務所が発注する一般土木工事の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2012-10-17-0146","dk","2012-10-17","2012","24（措）10","国土交通省四国地方整備局高知河川国道事務所が発注する一般土木工事の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2012-10-17-0145","dk","2012-10-17","2012","24（措）11","国土交通省四国地方整備局高知港湾・空港整備事務所が発注する港湾土木工事の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2012-10-17-0144","dk","2012-10-17","2012","24（措）12","高知県が発注する土木一式工事の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"shitauke-2012-09-25-0334","shitauke","2012-09-25","2012","","日本生活協同組合連合会","日本生活協同組合連合会","第4条第1項第3号 / 第4条第1項第4号 / 第4条第2項第3号","（1）第4条第1項第3号（減額の禁止） （2）第4条第1項第4号（返品の禁止） （3）第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"dk-2012-09-24-0148","dk","2012-09-24","2012","24（措）8","EPSブロックの製造業者及び販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"shitauke-2012-09-21-0335","shitauke","2012-09-21","2012","","（株）ニッセン","","第4条第1項第3号 / 第4条第1項第4号 / 第4条第2項第3号","（1）第4条第1項第3号（減額の禁止） （2）第4条第1項第4号（返品の禁止） （3）第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"shitauke-2012-09-20-0336","shitauke","2012-09-20","2012","","（株）パレモ","","第4条第1項第3号 / 第4条第2項第3号","（1）第4条第1項第3号（減額の禁止） （2）第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"shitauke-2012-09-07-0337","shitauke","2012-09-07","2012","","（株）ライトオン","","第4条第1項第3号 / 第4条第1項第4号 / 第4条第2項第3号","（1）第4条第1項第3号（減額の禁止） （2）第4条第1項第4号（返品の禁止） （3）第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"shitauke-2012-07-20-0338","shitauke","2012-07-20","2012","","（株）ジュニアー","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"shitauke-2012-06-29-0339","shitauke","2012-06-29","2012","","アイリスオーヤマ（株）","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"shitauke-2012-06-22-0340","shitauke","2012-06-22","2012","","生活協同組合コープさっぽろ","生活協同組合コープさっぽろ","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"shitauke-2012-05-11-0341","shitauke","2012-05-11","2012","","（株）マーナ","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"shitauke-2012-04-27-0342","shitauke","2012-04-27","2012","","（株）ブルーベル","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"shitauke-2012-04-24-0343","shitauke","2012-04-24","2012","","（株）コナカ","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"shitauke-2012-03-30-0344","shitauke","2012-03-30","2011","","トーハツマリーン（株）","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"shitauke-2012-03-28-0345","shitauke","2012-03-28","2011","","福岡造船（株）","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"shitauke-2012-03-27-0346","shitauke","2012-03-27","2011","","(株)大創産業","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"shitauke-2012-03-13-0347","shitauke","2012-03-13","2011","","八木兵(株)","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"shitauke-2012-03-02-0348","shitauke","2012-03-02","2011","","(株)たち吉","","第4条第1項第1号 / 第4条第1項第3号","（1）第4条第1項第1号（受領拒否の禁止） （2）第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"dk-2012-03-02-0149","dk","2012-03-02","2011","24（措）7","アディダスジャパン株式会社","アディダスジャパン株式会社","19条 / 2条","19条（2条9項4号）","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2012-02-16-0150","dk","2012-02-16","2011","24（措）6","株式会社エディオン","株式会社エディオン","19条 / 2条","19条（2条9項5号）","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"shitauke-2012-01-25-0349","shitauke","2012-01-25","2011","","はるやま商事(株)","","第4条第1項第3号 / 第4条第1項第4号","（1）第4条第1項第3号（減額の禁止） （2）第4条第1項第4号（返品の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"shitauke-2012-01-24-0350","shitauke","2012-01-24","2011","","（株）イヤサカ","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"dk-2012-01-19-0155","dk","2012-01-19","2011","24（措）1","トヨタ自動車株式会社等が発注する自動車用ワイヤーハーネス及び同関連製品の見積り合わせの参加業者","トヨタ自動車株式会社等が発注する自動車用ワイヤーハーネス及び同関連製品の見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2012-01-19-0154","dk","2012-01-19","2011","24（措）2","ダイハツ工業株式会社が発注する自動車用ワイヤーハーネスの見積り合わせの参加業者","ダイハツ工業株式会社が発注する自動車用ワイヤーハーネスの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2012-01-19-0153","dk","2012-01-19","2011","24（措）3","本田技研工業株式会社が発注する自動車用ワイヤーハーネス及び同関連製品の見積り合わせの参加業者","本田技研工業株式会社が発注する自動車用ワイヤーハーネス及び同関連製品の見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2012-01-19-0152","dk","2012-01-19","2011","24（措）4","日産自動車株式会社等が発注する自動車用ワイヤーハーネス及び同関連製品の見積り合わせの参加業者","日産自動車株式会社等が発注する自動車用ワイヤーハーネス及び同関連製品の見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2012-01-19-0151","dk","2012-01-19","2011","24（措）5","富士重工業株式会社が発注する自動車用ワイヤーハーネス及び同関連製品の見積り合わせの参加業者","富士重工業株式会社が発注する自動車用ワイヤーハーネス及び同関連製品の見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"shitauke-2012-01-18-0351","shitauke","2012-01-18","2011","","(株)高山","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"shitauke-2012-01-13-0352","shitauke","2012-01-13","2011","","(株)チヨダ","","第4条第1項第3号 / 第4条第1項第4号 / 第4条第2項第3号","（1）第4条第1項第3号（減額の禁止） （2）第4条第1項第4号（返品の禁止） （3）第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"shitauke-2011-12-21-0353","shitauke","2011-12-21","2011","","(株)サンエス","","第4条第1項第3号 / 第4条第2項第1号","第4条第1項第3号（減額の禁止） 第4条第2項第1号（有償支給原材料等の対価の早期決済の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"dk-2011-12-21-0156","dk","2011-12-21","2011","23（措）15","新潟市等に所在するタクシー事業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2011-12-20-0157","dk","2011-12-20","2011","23（措）14","LPガス供給機器の製造業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2011-12-13-0158","dk","2011-12-13","2011","23（措）13","日本トイザらス株式会社","日本トイザらス株式会社","19条 / 2条","19条（2条9項5号）","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"shitauke-2011-12-07-0354","shitauke","2011-12-07","2011","","（株）協和","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"shitauke-2011-10-14-0355","shitauke","2011-10-14","2011","","(株)タカキュー","","第4条第1項第3号 / 第4条第1項第4号 / 第4条第2項第3号","（1）第4条第1項第3号（減額の禁止） （2）第4条第1項第4号（返品の禁止） （3）第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"dk-2011-10-06-0160","dk","2011-10-06","2011","23（措）11","石川県が発注する土木一式工事の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2011-10-06-0159","dk","2011-10-06","2011","23（措）12","石川県輪島市が発注する土木一式工事の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"shitauke-2011-09-30-0356","shitauke","2011-09-30","2011","","王子運送(株)","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"shitauke-2011-09-27-0358","shitauke","2011-09-27","2011","","木下工業（株）","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"shitauke-2011-09-27-0357","shitauke","2011-09-27","2011","","郵船ロジスティクス（株）","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"dk-2011-08-04-0163","dk","2011-08-04","2011","23（措）8","茨城県境土地改良事務所が発注する土木一式工事の入札参加業者ら","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2011-08-04-0162","dk","2011-08-04","2011","23（措）9","茨城県境工事事務所が発注する舗装工事の入札参加業者ら","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2011-08-04-0161","dk","2011-08-04","2011","23（措）10","茨城県境工事事務所が発注する土木一式工事の入札参加業者ら","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"shitauke-2011-07-26-0359","shitauke","2011-07-26","2011","","（株）ケーヒン","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"dk-2011-07-22-0164","dk","2011-07-22","2011","23（措）7","VVFケーブルの製造業者及び販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"shitauke-2011-06-29-0360","shitauke","2011-06-29","2011","","生活協同組合連合会コープ中国四国事業連合","生活協同組合連合会コープ中国四国事業連合","第4条第1項第3号 / 第4条第2項第3号","第4条第1項第3号（減額の禁止） 第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"dk-2011-06-24-0165","dk","2011-06-24","2011","23（措）6","LPガス容器の製造業者ら","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2011-06-22-0166","dk","2011-06-22","2011","23（措）5","株式会社山陽マルナカ","株式会社山陽マルナカ","19条","19条","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2011-06-09-0167","dk","2011-06-09","2011","23（措）4","株式会社ディー・エヌ・エー","株式会社ディー・エヌ・エー","19条 / 一般指定14項","19条（一般指定14項）","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2011-05-26-0168","dk","2011-05-26","2011","23（措）3","エアセパレートガスの製造業者及び販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"shitauke-2011-04-20-0361","shitauke","2011-04-20","2011","","センコー（株）","","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku23.html"
"dk-2011-04-15-0170","dk","2011-04-15","2011","23（措）1","山梨県が峡東地域を施工場所として発注する土木一式工事の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2011-04-15-0169","dk","2011-04-15","2011","23（措）2","山梨県が峡東地域を施工場所として発注する土木一式工事の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo23.html"
"dk-2010-12-01-0171","dk","2010-12-01","2010","22（措）20","ジョンソン・エンド・ジョンソン株式会社","ジョンソン・エンド・ジョンソン株式会社","19条 / 一般指定12項 / 一般指定13項","19条（一般指定12項，平成21年改正前の一般指定13項）","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo22.html"
"dk-2010-11-18-0173","dk","2010-11-18","2010","22（措）18","鹿児島県が発注する海上工事の入札等の参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo22.html"
"dk-2010-11-18-0172","dk","2010-11-18","2010","22（措）19","建設・電販向け電線の製造業者及び販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo22.html"
"dk-2010-07-30-0174","dk","2010-07-30","2010","22（措）17","ロイヤルホームセンター株式会社","ロイヤルホームセンター株式会社","19条","19条（大規模小売業告示1項及び7項）","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo22.html"
"dk-2010-06-09-0176","dk","2010-06-09","2010","22（措）15","シャッターの製造業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo22.html"
"dk-2010-06-09-0175","dk","2010-06-09","2010","22（措）16","シャッターの製造業者ら","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo22.html"
"dk-2010-05-21-0180","dk","2010-05-21","2010","22（措）11","光ファイバケーブル製品の製造業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo22.html"
"dk-2010-05-21-0179","dk","2010-05-21","2010","22（措）12","光ファイバケーブル製品の製造業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo22.html"
"dk-2010-05-21-0178","dk","2010-05-21","2010","22（措）13","光ファイバケーブル製品の製造業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo22.html"
"dk-2010-05-21-0177","dk","2010-05-21","2010","22（措）14","光ファイバケーブル製品の製造業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo22.html"
"dk-2010-04-22-0181","dk","2010-04-22","2010","22（措）10","青森市が発注する土木一式工事の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo22.html"
"dk-2010-04-09-0182","dk","2010-04-09","2010","22（措）9","川崎市が発注する下水管きょ工事の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo22.html"
