id,stream,action_date,fiscal_year,case_number,subject_as_published,company,provisions,provisions_as_published,penalty_amount,press_release_url,source_url
"dk-2020-07-01-0068","dk","2020-07-01","2020","2(措)5","愛知県立高等学校の制服の販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R2.html"
"dk-2020-07-01-0067","dk","2020-07-01","2020","2(措)4","愛知県立高等学校の制服の販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R2.html"
"dk-2020-07-01-0066","dk","2020-07-01","2020","2(措)3","愛知県立高等学校の制服の販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R2.html"
"dk-2020-06-11-0065","dk","2020-06-11","2020","2(措)2","山形県が発注する警察官用制服類の入札等の参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R2.html"
"dk-2020-06-04-0074","dk","2020-06-04","2020","2(認)2","クーパービジョン・ジャパン株式会社","クーパービジョン・ジャパン株式会社","19条 / 一般指定12項","19条(一般指定12項)","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R2.html"
"shitauke-2020-04-10-0277","shitauke","2020-04-10","2020","","株式会社リーガルコーポレーション","株式会社リーガルコーポレーション","第4条第1項第4号","第4条第1項第4号（返品の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/R2FYkankoku.html"
"dk-2020-03-11-0081","dk","2020-03-11","2019","2(認)1","日本メジフィジックス株式会社","日本メジフィジックス株式会社","3条前段 / 19条 / 一般指定14項","3条前段 19条(一般指定14項)","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R1.html"
"dk-2020-03-05-0080","dk","2020-03-05","2019","2(措)1","カルバン錠の販売業者ら","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R1.html"
"shitauke-2020-02-14-0278","shitauke","2020-02-14","2019","","株式会社レリアン","株式会社レリアン","第4条第1項第2号 / 第4条第1項第3号 / 第4条第1項第4号","第4条第1項第2号（下請代金の支払遅延の禁止） 第4条第1項第3号（下請代金の減額の禁止） 第4条第1項第4号（返品の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H31FYkankoku.html"
"shitauke-2019-04-23-0279","shitauke","2019-04-23","2019","","森永製菓株式会社","森永製菓株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H31FYkankoku.html"
"shitauke-2019-02-21-0280","shitauke","2019-02-21","2018","","株式会社柿安本店","株式会社柿安本店","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H30FYkankoku.html"
"shitauke-2019-01-23-0281","shitauke","2019-01-23","2018","","アイア株式会社","アイア株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H30FYkankoku.html"
"shitauke-2018-12-12-0282","shitauke","2018-12-12","2018","","株式会社サンリオ","株式会社サンリオ","第4条第1項第4号 / 第4条第2項第3号","［1］ 第4条第1項第4号（返品の禁止） ［2］ 第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H30FYkankoku.html"
"dk-2018-10-18-0089","dk","2018-10-18","2018","30(措)19","ドコモショップユニフォームの見積り合わせの参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo30.html"
"dk-2018-10-18-0088","dk","2018-10-18","2018","30(措)18","ドコモショップユニフォームの見積り合わせの参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo30.html"
"shitauke-2018-10-17-0283","shitauke","2018-10-17","2018","","磯川産業株式会社","磯川産業株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H30FYkankoku.html"
"dk-2018-10-03-0087","dk","2018-10-03","2018","30(措)17","近畿地区に店舗を設置する百貨店業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo30.html"
"shitauke-2018-08-29-0284","shitauke","2018-08-29","2018","","全日本食品株式会社","全日本食品株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H30FYkankoku.html"
"dk-2018-07-26-0086","dk","2018-07-26","2018","30(措)16","宮城県北部土木事務所栗原地域事務所が発注する建設関連業務の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo30.html"
"dk-2018-07-26-0085","dk","2018-07-26","2018","30(措)15","宮城県北部土木事務所が発注する建設関連業務の入札等の参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo30.html"
"dk-2018-07-26-0084","dk","2018-07-26","2018","30(措)14","宮城県大崎市等が発注する建設関連業務の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo30.html"
"dk-2018-07-12-0083","dk","2018-07-12","2018","30(措)13","全日本空輸株式会社が発注する制服の販売業者","全日本空輸株式会社が発注する制服の販売業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo30.html"
"shitauke-2018-06-15-0285","shitauke","2018-06-15","2018","","小野建株式会社","小野建株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H30FYkankoku.html"
"dk-2018-06-14-0082","dk","2018-06-14","2018","30(措)12","株式会社フジタ","株式会社フジタ","19条 / 一般指定14項","19条（一般指定14項）","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo30.html"
"shitauke-2018-04-26-0286","shitauke","2018-04-26","2018","","マル厨工業株式会社","マル厨工業株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H30FYkankoku.html"
"shitauke-2018-03-30-0287","shitauke","2018-03-30","2017","","株式会社大冷","株式会社大冷","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H29FYkankoku.html"
"shitauke-2018-03-29-0288","shitauke","2018-03-29","2017","","DXアンテナ株式会社","DXアンテナ株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H29FYkankoku.html"
"shitauke-2018-03-26-0289","shitauke","2018-03-26","2017","","サトープリンティング株式会社","サトープリンティング株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H29FYkankoku.html"
"shitauke-2018-02-05-0290","shitauke","2018-02-05","2017","","株式会社伊藤園","株式会社伊藤園","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H29FYkankoku.html"
"shitauke-2017-07-21-0291","shitauke","2017-07-21","2017","","株式会社セブン－イレブン・ジャパン","株式会社セブン－イレブン・ジャパン","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H29FYkankoku.html"
"shitauke-2017-07-18-0292","shitauke","2017-07-18","2017","","タカタ株式会社","タカタ株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H29FYkankoku.html"
"shitauke-2017-06-23-0293","shitauke","2017-06-23","2017","","寿屋フロンテ株式会社","寿屋フロンテ株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H29FYkankoku.html"
"shitauke-2017-05-10-0294","shitauke","2017-05-10","2017","","山崎製パン株式会社","山崎製パン株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H29FYkankoku.html"
"shitauke-2017-04-27-0295","shitauke","2017-04-27","2017","","株式会社久世","株式会社久世","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/H29FYkankoku.html"
"dk-2017-03-29-0100","dk","2017-03-29","2016","29(措)7","土佐あき農業協同組合","土佐あき農業協同組合","19条 / 一般指定12項","19条（一般指定12項）","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo28.html"
"shitauke-2017-03-22-0296","shitauke","2017-03-22","2016","","アトムリビンテック株式会社","アトムリビンテック株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/170322.html"
"shitauke-2017-03-16-0297","shitauke","2017-03-16","2016","","株式会社井筒授与品店","株式会社井筒授与品店","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/170322.html"
"dk-2017-03-13-0099","dk","2017-03-13","2016","29(措)6","壁紙の販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo28.html"
"dk-2017-03-10-0098","dk","2017-03-10","2016","29(措)5","防衛装備庁が発注するビニロン又は難燃ビニロンを材料として使用する繊維製品の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo28.html"
"shitauke-2017-03-07-0298","shitauke","2017-03-07","2016","","株式会社あらた","株式会社あらた","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/170322.html"
"shitauke-2017-03-02-0299","shitauke","2017-03-02","2016","","株式会社プレナス","株式会社プレナス","第4条第1項第3号 / 第4条第1項第4号","[1] 第4条第1項第3号（下請代金の減額の禁止） [2] 第4条第1項第4号(返品の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/170322.html"
"shitauke-2017-02-23-0300","shitauke","2017-02-23","2016","","株式会社ニッド","株式会社ニッド","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/170322.html"
"dk-2017-02-16-0097","dk","2017-02-16","2016","29(措)4","地方公共団体等が宮城県又は福島県の区域を施工場所として発注する施設園芸用施設の建設工事の工事業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo28.html"
"dk-2017-02-15-0096","dk","2017-02-15","2016","29(措)3","中部電力株式会社が発注する伝送路用装置の製造販売業者","中部電力株式会社が発注する伝送路用装置の製造販売業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo28.html"
"dk-2017-02-15-0095","dk","2017-02-15","2016","29(措)2","中部電力株式会社が発注するハイブリッド光通信装置の製造販売業者","中部電力株式会社が発注するハイブリッド光通信装置の製造販売業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo28.html"
"dk-2017-02-02-0094","dk","2017-02-02","2016","29(措)1","消防救急デジタル無線機器の製造販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo28.html"
"shitauke-2016-11-25-0301","shitauke","2016-11-25","2016","","株式会社農協観光","株式会社農協観光","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/170322.html"
"shitauke-2016-11-16-0302","shitauke","2016-11-16","2016","","株式会社ユーシン","株式会社ユーシン","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/170322.html"
"shitauke-2016-11-11-0303","shitauke","2016-11-11","2016","","株式会社JFRオンライン","株式会社JFRオンライン","第4条第1項第3号 / 第4条第1項第4号 / 第4条第2項第3号","[1] 第4条第1項第3号（下請代金の減額の禁止） [2] 第4条第1項第4号（返品の禁止） [3] 第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/170322.html"
"shitauke-2016-09-27-0304","shitauke","2016-09-27","2016","","株式会社シジシージャパン","株式会社シジシージャパン","第4条第1項第3号 / 第4条第2項第3号","[1] 第4条第1項第3号（下請代金の減額の禁止） [2] 第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/170322.html"
"dk-2016-09-21-0093","dk","2016-09-21","2016","28(措)10","東日本高速道路株式会社関東支社が発注する東日本大震災に係る舗装災害復旧工事の入札参加業者","東日本高速道路株式会社関東支社が発注する東日本大震災に係る舗装災害復旧工事の入札参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo28.html"
"dk-2016-09-06-0092","dk","2016-09-06","2016","28(措)9","東日本高速道路株式会社東北支社が発注する東日本大震災に係る舗装災害復旧工事の入札参加業者","東日本高速道路株式会社東北支社が発注する東日本大震災に係る舗装災害復旧工事の入札参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo28.html"
"shitauke-2016-08-25-0305","shitauke","2016-08-25","2016","","株式会社ファミリーマート","株式会社ファミリーマート","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/170322.html"
"dk-2016-07-12-0091","dk","2016-07-12","2016","28(措)8","東京電力が発注する電力保安通信機器の製造販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo28.html"
"dk-2016-06-15-0090","dk","2016-06-15","2016","28(措)7","コールマンジャパン株式会社","コールマンジャパン株式会社","19条 / 2条","19条（2条9項第4号）","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo28.html"
"shitauke-2016-06-14-0306","shitauke","2016-06-14","2016","","株式会社日本セレモニー","株式会社日本セレモニー","第4条第1項第6号","第4条第1項第6号（購入・利用強制の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/170322.html"
"shitauke-2016-03-25-0307","shitauke","2016-03-25","2015","","株式会社大地を守る会","株式会社大地を守る会","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/160325.html"
"shitauke-2015-10-23-0308","shitauke","2015-10-23","2015","","ミヤコ株式会社","ミヤコ株式会社","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/160325.html"
"shitauke-2015-07-31-0309","shitauke","2015-07-31","2015","","ゼビオ株式会社","ゼビオ株式会社","第4条第1項第3号 / 第4条第1項第4号","[1]第4条第1項第3号(減額の禁止) [2]第4条第1項第4号(返品の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/160325.html"
"shitauke-2015-04-10-0310","shitauke","2015-04-10","2015","","株式会社アマガサ","株式会社アマガサ","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/160325.html"
"shitauke-2015-03-31-0311","shitauke","2015-03-31","2014","","株式会社エスケイジャパン","株式会社エスケイジャパン","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/150331.html"
"dk-2015-03-26-0101","dk","2015-03-26","2014","27(措)5","農業協同組合等が発注する穀物の乾燥・調製・貯蔵施設及び精米施設の製造請負工事等の施工業者","農業協同組合等が発注する穀物の乾燥・調製・貯蔵施設及び精米施設の製造請負工事等の施工業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo26.html"
"dk-2015-02-27-0102","dk","2015-02-27","2014","27(措)4","岡山県北生コンクリート協同組合","岡山県北生コンクリート協同組合","19条 / 一般指定14項","19条（一般指定14項）","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo26.html"
"dk-2015-01-20-0103","dk","2015-01-20","2014","27(措)3","北海道に所在する農業協同組合等が発注する低温空調設備工事の工事業者","北海道に所在する農業協同組合等が発注する低温空調設備工事の工事業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo26.html"
"dk-2015-01-16-0104","dk","2015-01-16","2014","27(措)2","福井県経済農業協同組合連合会","福井県経済農業協同組合連合会","3条前段","3条前段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo26.html"
"dk-2015-01-14-0105","dk","2015-01-14","2014","27(措)1","網走管内コンクリート製品協同組合","網走管内コンクリート製品協同組合","8条","8条1号","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo26.html"
"dk-2014-09-09-0106","dk","2014-09-09","2014","26（措）14","鋼球の製造業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo26.html"
"shitauke-2014-08-28-0312","shitauke","2014-08-28","2014","","株式会社マルショク","株式会社マルショク","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/150331.html"
"shitauke-2014-08-20-0313","shitauke","2014-08-20","2014","","北雄ラッキー株式会社","北雄ラッキー株式会社","第4条第1項第3号","第4条第1項第3号（減額の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/150331.html"
"shitauke-2014-07-15-0314","shitauke","2014-07-15","2014","","株式会社大創産業","株式会社大創産業","第4条第1項第4号 / 第4条第1項第5号","(1)第4条第1項第4号(返品の禁止) (2)第4条第1項第5号(買いたたきの禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/150331.html"
"shitauke-2014-06-30-0315","shitauke","2014-06-30","2014","","株式会社サンリブ","株式会社サンリブ","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/150331.html"
"shitauke-2014-06-27-0317","shitauke","2014-06-27","2014","","株式会社森創","株式会社森創","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/150331.html"
"shitauke-2014-06-27-0316","shitauke","2014-06-27","2014","","株式会社ヒマラヤ","株式会社ヒマラヤ","第4条第1項第3号 / 第4条第1項第4号","(1)第4条第1項第3号(減額の禁止) (2)第4条第1項第4号(返品の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/150331.html"
"dk-2014-06-19-0109","dk","2014-06-19","2014","26（措）11","東日本地区に交渉担当部署を有する需要者向け段ボールシートの製造業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo26.html"
"dk-2014-06-19-0108","dk","2014-06-19","2014","26（措）12","東日本地区に交渉担当部署を有する需要者向け段ボールケースの製造業者","","","3段後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo26.html"
"dk-2014-06-19-0107","dk","2014-06-19","2014","26（措）13","東日本地区に交渉担当部署を有する大口需要者向け段ボールケースの製造業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo26.html"
"dk-2014-06-05-0110","dk","2014-06-05","2014","25（措）10","ダイレックス株式会社","ダイレックス株式会社","19条 / 2条","19条（2条9項5号）","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo26.html"
"dk-2014-03-18-0114","dk","2014-03-18","2013","26（措）6","自動車運送業務を行う船舶運航事業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2014-03-18-0113","dk","2014-03-18","2013","26（措）7","自動車運送業務を行う船舶運航事業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2014-03-18-0112","dk","2014-03-18","2013","26（措）8","自動車運送業務を行う船舶運航事業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2014-03-18-0111","dk","2014-03-18","2013","26（措）9","自動車運送業務を行う船舶運航事業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"shitauke-2014-02-27-0318","shitauke","2014-02-27","2013","","(株)ショーエイコーポレーション","","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/shitaukekankoku25.html"
"dk-2014-02-27-0115","dk","2014-02-27","2013","26（措）5","一般社団法人吉川松伏医師会","一般社団法人吉川松伏医師会","8条","8条1号","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2014-02-03-0117","dk","2014-02-03","2013","26（措）3","千葉県が発注する土木一式工事の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2014-02-03-0116","dk","2014-02-03","2013","26（措）4","千葉県が発注する舗装工事の入札参加業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2014-01-31-0119","dk","2014-01-31","2013","26（措）1","関西電力株式会社が発注する架空送電工事の工事業者","関西電力株式会社が発注する架空送電工事の工事業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2014-01-31-0118","dk","2014-01-31","2013","26（措）2","関西電力株式会社が発注する地中送電工事の工事業者","関西電力株式会社が発注する地中送電工事の工事業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"shitauke-2014-01-30-0319","shitauke","2014-01-30","2013","","大久保歯車工業(株)","","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/shitaukekankoku25.html"
"dk-2013-12-20-0124","dk","2013-12-20","2013","25（措）11","東京電力株式会社が発注する架空送電工事の工事業者","東京電力株式会社が発注する架空送電工事の工事業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2013-12-20-0123","dk","2013-12-20","2013","25（措）12","東京電力株式会社が発注する架空送電工事の工事業者","東京電力株式会社が発注する架空送電工事の工事業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2013-12-20-0122","dk","2013-12-20","2013","25（措）13","東京電力株式会社が発注する架空送電工事の工事業者","東京電力株式会社が発注する架空送電工事の工事業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2013-12-20-0121","dk","2013-12-20","2013","25（措）14","東京電力株式会社が発注する架空送電工事の工事業者","東京電力株式会社が発注する架空送電工事の工事業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2013-12-20-0120","dk","2013-12-20","2013","25（措）15","東京電力株式会社が発注する地中送電ケーブル工事の工事業者","東京電力株式会社が発注する地中送電ケーブル工事の工事業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"shitauke-2013-12-05-0320","shitauke","2013-12-05","2013","","(株)トクスイコーポレーション","","第4条第2項第3号","第4条第2項第3号(不当な経済上の利益の提供要請の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/shitaukekankoku25.html"
"shitauke-2013-08-09-0321","shitauke","2013-08-09","2013","","アズワン(株)","","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/shitaukekankoku25.html"
"dk-2013-07-11-0125","dk","2013-07-11","2013","25（措）10","段ボール用でん粉の製造販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2013-07-03-0126","dk","2013-07-03","2013","25（措）9","株式会社ラルズ","株式会社ラルズ","19条 / 2条","19条（2条9項5号）","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"shitauke-2013-06-28-0322","shitauke","2013-06-28","2013","","(株)マルショウエンドウ","","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/shitaukekankoku25.html"
"shitauke-2013-06-27-0323","shitauke","2013-06-27","2013","","(株)ヨークベニマル","","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/shitaukekankoku25.html"
"dk-2013-06-13-0128","dk","2013-06-13","2013","25（措）7","異性化糖の製造業者ら","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"dk-2013-06-13-0127","dk","2013-06-13","2013","25（措）8","水あめ・ぶどう糖の製造業者ら","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo25.html"
"shitauke-2013-06-06-0324","shitauke","2013-06-06","2013","","JNC(株)","","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/shitaukekankoku25.html"
"shitauke-2013-05-21-0325","shitauke","2013-05-21","2013","","三共理化学(株)","","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/shitaukekankoku25.html"
"shitauke-2013-04-26-0326","shitauke","2013-04-26","2013","","(株)日本旅行","","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/shitaukekankoku25.html"
"shitauke-2013-04-23-0327","shitauke","2013-04-23","2013","","旭流通システム(株)","","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/shitaukekankoku25.html"
"shitauke-2013-03-29-0328","shitauke","2013-03-29","2012","","（株）フェリシモ","","第4条第1項第1号","第4条第1項第1号（受領拒否の禁止）","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
"dk-2013-03-29-0129","dk","2013-03-29","2012","25（措）6","軸受製造販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2013-03-22-0134","dk","2013-03-22","2012","25（措）1","日産自動車株式会社等が発注するヘッドランプ及びリアコンビネーションランプの見積り合わせの参加業者","日産自動車株式会社等が発注するヘッドランプ及びリアコンビネーションランプの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2013-03-22-0133","dk","2013-03-22","2012","25（措）2","トヨタ自動車株式会社が発注するヘッドランプ及びリアコンビネーションランプの見積り合わせの参加業者","トヨタ自動車株式会社が発注するヘッドランプ及びリアコンビネーションランプの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2013-03-22-0132","dk","2013-03-22","2012","25（措）3","富士重工業株式会社が発注するヘッドランプ及びリアコンビネーションランプの見積り合わせの参加業者","富士重工業株式会社が発注するヘッドランプ及びリアコンビネーションランプの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2013-03-22-0131","dk","2013-03-22","2012","25（措）4","三菱自動車工業株式会社が発注するヘッドランプ及びリアコンビネーションランプの見積り合わせの参加業者","三菱自動車工業株式会社が発注するヘッドランプ及びリアコンビネーションランプの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"dk-2013-03-22-0130","dk","2013-03-22","2012","25（措）5","マツダ株式会社が発注するヘッドランプ及びリアコンビネーションランプの見積り合わせの参加業者","マツダ株式会社が発注するヘッドランプ及びリアコンビネーションランプの見積り合わせの参加業者","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo24.html"
"shitauke-2013-02-27-0329","shitauke","2013-02-27","2012","","（株）山櫻","","第4条第1項第3号","第4条第1項第3号(減額の禁止)","","","https://www.jftc.go.jp/shitauke/shitaukekankoku/sitaukekankoku24.html"
